name,address_city,address_street_name,address_street_number,address_postal_code,country_of_domicile,birth_date,nationality,passport_number,passport_issue_date,passport_expiry_date,gender,phone_number,email_address,marital_status,secondary_school,higher_education,employment_history,aum,inheritance_details,real_estate_details,investment_risk_profile,investment_horizon,investment_experience,type_of_mandate,preferred_markets,currency,address,client_id
Romero Muñoz Suárez,Segovia,Calle de los Reyes Católicos,9,93005,Spain,1968-10-01,Spanish,UB0002084,2022-01-26,2032-01-25,M,+34 650 018 101,romero.suarez@yahoo.es,divorced,"{'name': 'Instituto de Educación Secundaria IES Pedro Salinas Jaén', 'graduation_year': 1988}","[{'university': 'University of Zaragoza', 'graduation_year': 1992}]","[{'start_year': 1993, 'end_year': 1996, 'company': 'PharmaMar S.A.', 'position': 'Research Scientist', 'salary': 26000}, {'start_year': 1998, 'end_year': None, 'company': 'Esteve Teijin Healthcare S.L.', 'position': 'Clinical Trials Manager', 'salary': 189000}]","{'savings': 370000, 'inheritance': 2000000, 'real_estate_value': 4430000}","{'relationship': 'grandfather', 'inheritance year': 2015, 'profession': 'Hedge Fund Manager'}","[{'property type': 'house', 'property value': 1198000, 'property location': 'Segovia'}, {'property type': 'house', 'property value': 1632000, 'property location': 'Castellón de la Plana'}, {'property type': 'house', 'property value': 1600000, 'property location': 'Valladolid'}]",Moderate,Medium,Expert,Advisory,['Spain'],EUR,"{'city': 'Segovia', 'street name': 'Calle de los Reyes Católicos', 'street number': 9, 'postal code': '93005'}",3514
Becker Wagner Hoffmann,Düsseldorf,Marienplatz,45,50136,Germany,1982-08-30,German,VJ8099049,2018-06-12,2028-06-11,M,+49 6819 362483,becker.hoffmann@gmail.com,married,"{'name': 'Heisenberg-Gymnasium Lüneburg', 'graduation_year': 2002}","[{'university': 'Technical University of Berlin', 'graduation_year': 2007}]","[{'start_year': 2007, 'end_year': 2011, 'company': 'SAP SE', 'position': 'Software Developer', 'salary': 39000}, {'start_year': 2011, 'end_year': 2014, 'company': 'SAP SE', 'position': 'Startup Founder', 'salary': 57000}, {'start_year': 2016, 'end_year': None, 'company': 'SAP SE', 'position': 'CEO', 'salary': 146000}]","{'savings': 210000, 'inheritance': 1980000, 'real_estate_value': 3130000}","{'relationship': 'grandfather', 'inheritance year': 2011, 'profession': 'Oil and Gas Executive'}","[{'property type': 'townhouse', 'property value': 1240000, 'property location': 'Düsseldorf'}, {'property type': 'flat', 'property value': 800000, 'property location': 'Gelsenkirchen'}, {'property type': 'flat', 'property value': 1090000, 'property location': 'Freiburg im Breisgau'}]",Low,Medium,Expert,Advisory,['Germany'],EUR,"{'city': 'Düsseldorf', 'street name': 'Marienplatz', 'street number': 45, 'postal code': '50136'}",7988
Alina Emma Bauer,Ghent,Rue des Dominicains,49,0520,Belgium,1958-08-02,German,PX8652098,2020-04-11,2030-04-10,F,+32 0439 682 821,alina.bauer@base.be,married,"{'name': 'Schiller-Gymnasium Berlin', 'graduation_year': 1978}","[{'university': 'ISM Dortmund', 'graduation_year': 1983}, {'university': 'Heidelberg University of Education', 'graduation_year': 1986}]","[{'start_year': 1983, 'end_year': 1987, 'company': 'BNP Paribas Fortis SA/NV', 'position': 'Investment Banker', 'salary': 38000}, {'start_year': 1989, 'end_year': 2019, 'company': 'KBC Bank NV', 'position': 'Private Equity Investor', 'salary': 387000}]","{'savings': 750000, 'inheritance': 0, 'real_estate_value': 2390000}",{},"[{'property type': 'townhouse', 'property value': 1030000, 'property location': 'Ghent'}, {'property type': 'townhouse', 'property value': 1360000, 'property location': 'Augsburg'}]",Moderate,Short,Expert,Discretionary,"['Germany', 'Belgium']",EUR,"{'city': 'Ghent', 'street name': 'Rue des Dominicains', 'street number': 49, 'postal code': '0520'}",6066
Ramos Ibáñez Vázquez,Salamanca,Plaza del Ayuntamiento,89,56707,Spain,1987-09-06,Spanish,RO3575385,2020-06-25,2030-06-24,M,+34 673 901 037,ramos.vazquez@gmail.com,married,"{'name': 'IES Alfonso X el Sabio Murcia', 'graduation_year': 1994}","[{'university': 'Pompeu Fabra University', 'graduation_year': 1998}]","[{'start_year': 2011, 'end_year': 2016, 'company': 'BBVA S.A.', 'position': 'Investment Banker', 'salary': 27000}, {'start_year': 2017, 'end_year': None, 'company': 'Bankia S.A.', 'position': 'Private Equity Investor', 'salary': 42000}]","{'savings': 60000, 'inheritance': 1600000, 'real_estate_value': 3110000}","{'relationship': 'grandmother', 'inheritance year': 2017, 'profession': 'Stock Trader'}","[{'property type': 'townhouse', 'property value': 1091000, 'property location': 'Salamanca'}, {'property type': 'villa', 'property value': 2019000, 'property location': 'Cartagena'}]",Moderate,Medium,Expert,Discretionary,"['Switzerland', 'Spain']",EUR,"{'city': 'Salamanca', 'street name': 'Plaza del Ayuntamiento', 'street number': 89, 'postal code': '56707'}",9812
Furrer Gmür Ackermann,Solothurn,Metzgergasse,44,2002,Switzerland,1961-08-31,Swiss,ZA9665512,2019-09-22,2029-09-21,M,017 946 80 47,furrer.ackermann@outlook.com,single,"{'name': 'Kantonsschule Wettingen Wettingen', 'graduation_year': 1981}","[{'university': 'University of Basel', 'graduation_year': 1984}]","[{'start_year': 1986, 'end_year': 1989, 'company': 'Roche Holding AG', 'position': 'Research Scientist', 'salary': 59000}, {'start_year': 1990, 'end_year': 1991, 'company': 'Roche Holding AG', 'position': 'Biotech Startup Founder', 'salary': 97000}, {'start_year': 1991, 'end_year': 1992, 'company': 'Actelion Pharmaceuticals Ltd.', 'position': 'CEO', 'salary': 138000}, {'start_year': 1992, 'end_year': 2022, 'company': 'Johnson & Johnson Switzerland', 'position': 'Venture Capitalist', 'salary': 1302000}]","{'savings': 2360000, 'inheritance': 0, 'real_estate_value': 7720000}",{},"[{'property type': 'condo', 'property value': 2380000, 'property location': 'Solothurn'}, {'property type': 'condo', 'property value': 2020000, 'property location': 'Lugano'}, {'property type': 'townhouse', 'property value': 3320000, 'property location': 'Aarau'}]",Low,Medium,Expert,Advisory,['Switzerland'],CHF,"{'city': 'Solothurn', 'street name': 'Metzgergasse', 'street number': 44, 'postal code': '2002'}",4731
Niemi Uusitalo,Kokkola,Lönnrotinkatu,94,61369,Finland,1997-04-15,Finnish,ON5626075,2021-03-06,2031-03-05,M,044 977 01 83,niemi.uusitalo@yahoo.com,married,"{'name': 'Lappeenranta Lyceum', 'graduation_year': 2004}","[{'university': 'University of Helsinki', 'graduation_year': 2021}]","[{'start_year': 2022, 'end_year': 2023, 'company': 'Sentica Partners Oy', 'position': 'Analyst', 'salary': 40000}, {'start_year': 2024, 'end_year': None, 'company': 'Sentica Partners Oy', 'position': 'Associate', 'salary': 62000}]","{'savings': 20000, 'inheritance': 2900000, 'real_estate_value': 0}","{'relationship': 'grandfather', 'inheritance year': 2018, 'profession': 'Oil and Gas Executive'}",[],Moderate,Medium,Experienced,Discretionary,"['Finland', 'Italy']",EUR,"{'city': 'Kokkola', 'street name': 'Lönnrotinkatu', 'street number': 94, 'postal code': '61369'}",1243
Anna Lena Schnell,Sankt Pölten,Porzellangasse,10,7912,Austria,1975-01-24,Austrian,TY4298734,2024-09-09,2034-09-08,F,+43 118 999 2538,anna.schnell@gmail.com,widowed,"{'name': 'Musisches Gymnasium Wien', 'graduation_year': 1994}","[{'university': 'University of Vienna', 'graduation_year': 1998}]","[{'start_year': 1998, 'end_year': 1999, 'company': 'Kunsthistorisches Museum', 'position': 'Art Dealer', 'salary': 29000}, {'start_year': 1999, 'end_year': None, 'company': 'Belvedere Museum', 'position': 'Gallery Owner', 'salary': 255000}]","{'savings': 490000, 'inheritance': 290000, 'real_estate_value': 1950000}","{'relationship': 'father', 'inheritance year': 2005, 'profession': 'Private Equity Manager'}","[{'property type': 'flat', 'property value': 780000, 'property location': 'Sankt Pölten'}, {'property type': 'townhouse', 'property value': 1170000, 'property location': 'Bregenz'}]",Considerable,Medium,Experienced,Discretionary,"['Austria', 'Belgium']",EUR,"{'city': 'Sankt Pölten', 'street name': 'Porzellangasse', 'street number': 10, 'postal code': '7912'}",3170
Justine Louise Roelandts,Leuven,Rue de la Paix,81,1067,Belgium,1988-05-28,Belgian,IO4193598,2018-05-11,2025-05-10,F,+32 0418 030 257,justine.roelandts@base.be,widowed,"{'name': 'Sint-Bavohumaniora', 'graduation_year': 2008}","[{'university': 'Antwerp Management School', 'graduation_year': 2013}, {'university': 'United Business Institutes', 'graduation_year': 2016}]","[{'start_year': 2012, 'end_year': 2015, 'company': 'ING Private Banking Belgium', 'position': 'Financial Advisor', 'salary': 36000}, {'start_year': 2017, 'end_year': None, 'company': 'ING Private Banking Belgium', 'position': 'Portfolio Manager', 'salary': 74000}]","{'savings': 100000, 'inheritance': 2900000, 'real_estate_value': 2860000}","{'relationship': 'grandfather', 'inheritance year': 2015, 'profession': 'Investment Banker'}","[{'property type': 'villa', 'property value': 1850000, 'property location': 'Leuven'}, {'property type': 'flat', 'property value': 1010000, 'property location': 'Ghent'}]",Moderate,Long-Term,Inexperienced,Advisory,['Belgium'],EUR,"{'city': 'Leuven', 'street name': 'Rue de la Paix', 'street number': 81, 'postal code': '1067'}",8598
Díaz Ibáñez Muñoz,Valladolid,Plaza de la Trinidad,90,36495,Spain,1961-09-18,Spanish,OU6925403,2022-01-28,2032-01-27,M,+34 627 126 888,diaz.munoz@yahoo.es,divorced,"{'name': 'IES Alfonso X el Sabio Murcia', 'graduation_year': 1979}","[{'university': 'Reina Sofia Museum School', 'graduation_year': 1986}, {'university': 'University of Barcelona', 'graduation_year': 1990}]","[{'start_year': 1985, 'end_year': 1986, 'company': 'Desigual S.A.', 'position': 'Assistant Designer', 'salary': 24000}, {'start_year': 1986, 'end_year': 1989, 'company': 'Adolfo Domínguez S.A.', 'position': 'Senior Designer', 'salary': 38000}, {'start_year': 1991, 'end_year': 1996, 'company': 'Inditex S.A.', 'position': 'Creative Director', 'salary': 107000}, {'start_year': 1996, 'end_year': 1997, 'company': 'Desigual S.A.', 'position': 'Founder/Designer', 'salary': 136000}, {'start_year': 1999, 'end_year': 2022, 'company': 'Adolfo Domínguez S.A.', 'position': 'Luxury Brand Owner', 'salary': 1060000}]","{'savings': 1690000, 'inheritance': 0, 'real_estate_value': 3061000}",{},"[{'property type': 'flat', 'property value': 870000, 'property location': 'Valladolid'}, {'property type': 'condo', 'property value': 1041000, 'property location': 'Seville'}, {'property type': 'townhouse', 'property value': 1150000, 'property location': 'Santa Cruz de Tenerife'}]",Considerable,Medium,Experienced,Discretionary,['Spain'],EUR,"{'city': 'Valladolid', 'street name': 'Plaza de la Trinidad', 'street number': 90, 'postal code': '36495'}",6402
Elena Emma Gmür,Vevey,Münstergasse,36,7789,Switzerland,1995-06-12,Swiss,ZS2678765,2018-02-18,2028-02-17,F,+41 057 011 14 92,elena.gmur@gmx.ch,married,"{'name': 'Lycée cantonal de Porrentruy Jura', 'graduation_year': 2013}","[{'university': 'EPFL', 'graduation_year': 2020}]","[{'start_year': 2019, 'end_year': None, 'company': 'Schindler Holding Ltd.', 'position': 'Plant Manager', 'salary': 58000}]","{'savings': 50000, 'inheritance': 2000000, 'real_estate_value': 0}","{'relationship': '', 'inheritance year': 2015, 'profession': ''}",[],Moderate,Medium,Inexperienced,Advisory,['Switzerland'],CHF,"{'city': 'Vevey', 'street name': 'Münstergasse', 'street number': 36, 'postal code': '7789'}",4355
Niskanen Salminen Lehtinen,Venlo,Koninginnegracht,58,9987 98,Netherlands,1956-12-24,Finnish,IE0933830,2020-03-02,2030-03-01,M,06 86822867,niskanen.lehtinen@casema.nl,married,"{'name': 'Hyvinkään Sveitsin lukio', 'graduation_year': 1976}","[{'university': 'University of Oulu', 'graduation_year': 1979}]","[{'start_year': 1980, 'end_year': 1981, 'company': 'CMA CGM Nederland B.V.', 'position': 'Ship Broker', 'salary': 38000}, {'start_year': 1981, 'end_year': 1984, 'company': 'A.P. Moller-Maersk Group', 'position': 'Shipping Company Owner', 'salary': 53000}, {'start_year': 1984, 'end_year': 2017, 'company': 'NYK Line (Netherlands) B.V.', 'position': 'Fleet Manager', 'salary': 632000}]","{'savings': 1350000, 'inheritance': 0, 'real_estate_value': 5330000}",{},"[{'property type': 'villa', 'property value': 2240000, 'property location': 'Venlo'}, {'property type': 'flat', 'property value': 652000, 'property location': 'Porvoo'}, {'property type': 'villa', 'property value': 2438000, 'property location': 'Kotka'}]",Moderate,Short,Experienced,Discretionary,"['Finland', 'Netherlands']",EUR,"{'city': 'Venlo', 'street name': 'Koninginnegracht', 'street number': 58, 'postal code': '9987 98'}",5287
Josephine Eva Lykke,Kolding,Linnemannsgade,91,1453,Denmark,1980-12-08,Danish,JM6714218,2021-01-23,2031-01-22,F,+45 44 29 75 62,josephine.lykke@telenor.dk,married,"{'name': 'Nørre GYM', 'graduation_year': 2000}","[{'university': 'The National Film School of Denmark', 'graduation_year': 2003}]","[{'start_year': 2004, 'end_year': 2006, 'company': 'IC Group A/S', 'position': 'Assistant Designer', 'salary': 289000}, {'start_year': 2007, 'end_year': None, 'company': 'Bestseller A/S', 'position': 'Senior Designer', 'salary': 1382000}]","{'savings': 2250000, 'inheritance': 4020000, 'real_estate_value': 6060000}","{'relationship': 'grandfather', 'inheritance year': 2008, 'profession': 'Oil and Gas Executive'}","[{'property type': 'house', 'property value': 2390000, 'property location': 'Kolding'}, {'property type': 'house', 'property value': 2230000, 'property location': 'Frederiksberg'}, {'property type': 'townhouse', 'property value': 1440000, 'property location': 'Esbjerg'}]",Moderate,Long-Term,Experienced,Discretionary,"['Finland', 'Denmark']",DKK,"{'city': 'Kolding', 'street name': 'Linnemannsgade', 'street number': 91, 'postal code': '1453'}",1627
Mäkinen Turunen Laine,Tuusula,Salmisaarenranta,37,37668,Finland,1993-09-03,Finnish,MW4055909,2020-09-14,2030-09-13,M,044 073 39 49,makinen.laine@telia.fi,single,"{'name': 'Lehmo lukio', 'graduation_year': 2013}","[{'university': 'University of Jyväskylä', 'graduation_year': 2018}, {'university': 'University of Turku', 'graduation_year': 2021}]","[{'start_year': 2018, 'end_year': None, 'company': 'Luhta Brand Factory Oy', 'position': 'Assistant Designer', 'salary': 45000}]","{'savings': 40000, 'inheritance': 3800000, 'real_estate_value': 3600000}","{'relationship': 'grandmother', 'inheritance year': 2020, 'profession': 'Venture Capitalist'}","[{'property type': 'villa', 'property value': 1950000, 'property location': 'Tuusula'}, {'property type': 'flat', 'property value': 880000, 'property location': 'Porvoo'}, {'property type': 'condo', 'property value': 770000, 'property location': 'Lappeenranta'}]",High,Long-Term,Experienced,Discretionary,"['France', 'Finland']",EUR,"{'city': 'Tuusula', 'street name': 'Salmisaarenranta', 'street number': 37, 'postal code': '37668'}",4167
Sarah Leonie Schmidt,Klagenfurt,Kärntner Straße,100,1060,Austria,1983-06-18,Austrian,UZ3976208,2022-12-27,2032-12-26,F,347 544 0766,sarah.schmidt@vol.at,married,"{'name': 'BORG Wiener Neustadt', 'graduation_year': 2001}","[{'university': 'IMC University of Applied Sciences Krems', 'graduation_year': 1993}]","[{'start_year': 2007, 'end_year': 2010, 'company': 'Quadriga Capital GmbH', 'position': 'Analyst', 'salary': 32000}, {'start_year': 2011, 'end_year': 2016, 'company': 'B&C Private Equity GmbH', 'position': 'Associate', 'salary': 55000}, {'start_year': 2017, 'end_year': None, 'company': 'Quadriga Capital GmbH', 'position': 'Investment Director', 'salary': 129000}]","{'savings': 170000, 'inheritance': 1380000, 'real_estate_value': 2027000}","{'relationship': 'grandmother', 'inheritance year': 2005, 'profession': 'Oil and Gas Executive'}","[{'property type': 'house', 'property value': 977000, 'property location': 'Klagenfurt'}, {'property type': 'condo', 'property value': 1050000, 'property location': 'Linz'}]",Low,Long-Term,Expert,,['Austria'],EUR,"{'city': 'Klagenfurt', 'street name': 'Kärntner Straße', 'street number': 100, 'postal code': '1060'}",5889
Schneider Schmid Hinterleitner,Jarvenpää,Puistolanaukio,48,43679,Finland,1955-02-01,Austrian,ZY4303939,2018-12-28,2026-12-27,M,+358 046 984 05 19,schneider.hinterleitner@finet.fi,widowed,"{'name': 'Gymnasium Wasagasse', 'graduation_year': 1974}","[{'university': 'Sigmund Freud University Vienna', 'graduation_year': 1979}]","[{'start_year': 1979, 'end_year': 1983, 'company': 'Handelsbanken plc', 'position': 'Investment Banker', 'salary': 30000}, {'start_year': 1985, 'end_year': 2015, 'company': 'Handelsbanken plc', 'position': 'Private Equity Investor', 'salary': 277000}]","{'savings': 580000, 'inheritance': 0, 'real_estate_value': 2360000}",{},"[{'property type': 'flat', 'property value': 620000, 'property location': 'Jarvenpää'}, {'property type': 'villa', 'property value': 1740000, 'property location': 'Traun'}]",Considerable,Short,Experienced,Advisory,"['Spain', 'Austria', 'Finland']",EUR,"{'city': 'Jarvenpää', 'street name': 'Puistolanaukio', 'street number': 48, 'postal code': '43679'}",1415
Michiels Raes Lambrechts,Sint-Niklaas,Quai des Péniches,72,4994,Belgium,1961-12-15,Belgian,FQ6914239,2016-11-02,2023-11-01,M,+32 0484 038 547,michiels.lambrechts@gmail.com,married,"{'name': 'Xaverius College', 'graduation_year': 1979}","[{'university': 'United Business Institutes', 'graduation_year': 1985}]","[{'start_year': 1986, 'end_year': 1990, 'company': 'ING Belgium SA/NV', 'position': 'Investment Banker', 'salary': 41000}, {'start_year': 1990, 'end_year': 2022, 'company': 'Euroclear SA/NV', 'position': 'Private Equity Investor', 'salary': 298000}]","{'savings': 640000, 'inheritance': 0, 'real_estate_value': 3040000}",{},"[{'property type': 'condo', 'property value': 740000, 'property location': 'Sint-Niklaas'}, {'property type': 'flat', 'property value': 730000, 'property location': 'Sint-Niklaas'}, {'property type': 'house', 'property value': 1570000, 'property location': 'Aalst'}]",Considerable,Medium,Experienced,Advisory,['Belgium'],EUR,"{'city': 'Sint-Niklaas', 'street name': 'Quai des Péniches', 'street number': 72, 'postal code': '4994'}",2290
Schmidt Wolf Uhlig,Braunschweig,Schlossplatz,29,70338,Germany,1998-01-29,German,NO6327757,2019-03-01,2029-02-28,M,+49 4924 992116,schmidt.uhlig@web.de,single,"{'name': 'Goethe-Gymnasium Berlin', 'graduation_year': 2016}","[{'university': 'Zeppelin University', 'graduation_year': 2021}]","[{'start_year': 2022, 'end_year': None, 'company': 'RWE AG', 'position': 'Drilling Engineer', 'salary': 42000}]","{'savings': 20000, 'inheritance': 2140000, 'real_estate_value': 0}","{'relationship': 'grandmother', 'inheritance year': 2016, 'profession': 'Hedge Fund Manager'}",[],High,Medium,Inexperienced,Discretionary,"['Germany', 'Denmark']",EUR,"{'city': 'Braunschweig', 'street name': 'Schlossplatz', 'street number': 29, 'postal code': '70338'}",9678
Anaís Dácil Fernández,Oviedo,Calle de la Victoria,91,22904,Spain,1985-10-26,Spanish,GC6185120,2020-06-16,2030-06-15,F,660 358 873,anais.fernandez@icloud.com,married,"{'name': 'IES Antonio Machado Logroño', 'graduation_year': 2005}","[{'university': 'Pompeu Fabra University', 'graduation_year': 2008}]","[{'start_year': 2009, 'end_year': 2013, 'company': 'BBVA S.A.', 'position': 'Financial Advisor', 'salary': 28000}, {'start_year': 2014, 'end_year': 2015, 'company': 'Banco Santander S.A.', 'position': 'Portfolio Manager', 'salary': 36000}, {'start_year': 2015, 'end_year': None, 'company': 'Bankia S.A.', 'position': 'Wealth Manager', 'salary': 111000}]","{'savings': 160000, 'inheritance': 1370000, 'real_estate_value': 680000}","{'relationship': 'grandmother', 'inheritance year': 2016, 'profession': 'Private Equity Manager'}","[{'property type': 'flat', 'property value': 680000, 'property location': 'Oviedo'}]",Low,Medium,Experienced,Discretionary,"['Germany', 'Spain']",EUR,"{'city': 'Oviedo', 'street name': 'Calle de la Victoria', 'street number': 91, 'postal code': '22904'}",3342
Déborah Fabienne Egli,Chur,Rathausgasse,50,3328,Switzerland,1963-01-13,Swiss,MK3944658,2021-10-02,2031-10-01,F,+41 011 843 81 85,deborah.egli@gmx.ch,widowed,"{'name': 'Gymnasium Leonhard Winterthur', 'graduation_year': 1969}","[{'university': 'University of Lausanne', 'graduation_year': 1985}]","[{'start_year': 1987, 'end_year': 1990, 'company': 'Julius Baer Asset Management', 'position': 'Stockbroker', 'salary': 59000}, {'start_year': 1990, 'end_year': 1994, 'company': 'UBS Asset Management', 'position': 'Portfolio Manager', 'salary': 98000}, {'start_year': 1994, 'end_year': 1995, 'company': 'Julius Baer Asset Management', 'position': 'Hedge Fund Manager', 'salary': 135000}, {'start_year': 1997, 'end_year': 2023, 'company': 'Julius Baer Asset Management', 'position': 'Private Equity Investor', 'salary': 1482000}]","{'savings': 2840000, 'inheritance': 0, 'real_estate_value': 4910000}",{},"[{'property type': 'flat', 'property value': 1800000, 'property location': 'Chur'}, {'property type': 'townhouse', 'property value': 3110000, 'property location': 'Wil'}]",Moderate,Short,Experienced,Advisory,"['Switzerland', 'France']",CHF,"{'city': 'Chur', 'street name': 'Rathausgasse', 'street number': 50, 'postal code': '3328'}",6630
Isa Daantje Krol,Groningen,Noordeinde,99,5454 29,Netherlands,1966-01-04,Dutch,NJ3400562,2020-08-27,2030-08-26,F,+31 06 18235640,isa.krol@home.nl,married,"{'name': ""Leonardo College 's-Hertogenbosch"", 'graduation_year': 1985}","[{'university': 'Amsterdam Business School', 'graduation_year': 1989}, {'university': 'Erasmus University Rotterdam', 'graduation_year': 1993}]","[{'start_year': 1990, 'end_year': 1993, 'company': 'Bouwinvest REIM B.V.', 'position': 'Property Manager', 'salary': 40000}, {'start_year': 1994, 'end_year': None, 'company': 'Unibail-Rodamco-Westfield Nederland B.V.', 'position': 'Developer', 'salary': 427000}]","{'savings': 770000, 'inheritance': 4600000, 'real_estate_value': 1150000}","{'relationship': 'grandmother', 'inheritance year': 2005, 'profession': 'Investment Banker'}","[{'property type': 'condo', 'property value': 1150000, 'property location': 'Groningen'}]",Low,Medium,Expert,Discretionary,['Netherlands'],EUR,"{'city': 'Groningen', 'street name': 'Noordeinde', 'street number': 99, 'postal code': '5454 29'}",9224
Santoro Silvestri Moretti,Rome,Via dei Fori Imperiali,37,15162,Italy,1981-08-09,Italian,GB0370324,2018-12-06,2028-12-05,M,368 9232339,santoro.moretti@alice.it,divorced,"{'name': 'Scuola Superiore di Studi Musicali e Coreografici Lucca', 'graduation_year': 1999}","[{'university': 'John Cabot University', 'graduation_year': 2006}]","[{'start_year': 2005, 'end_year': 2006, 'company': 'Prada S.p.A.', 'position': 'Assistant Designer', 'salary': 27000}, {'start_year': 2008, 'end_year': None, 'company': 'Giorgio Armani S.p.A.', 'position': 'Senior Designer', 'salary': 127000}]","{'savings': 180000, 'inheritance': 1500000, 'real_estate_value': 1840000}","{'relationship': 'mother', 'inheritance year': 2005, 'profession': 'Hedge Fund Manager'}","[{'property type': 'flat', 'property value': 613000, 'property location': 'Rome'}, {'property type': 'house', 'property value': 1227000, 'property location': 'Perugia'}]",Low,Long-Term,Expert,Discretionary,['Italy'],EUR,"{'city': 'Rome', 'street name': 'Via dei Fori Imperiali', 'street number': 37, 'postal code': '15162'}",394
Gutiérrez González Castro,Madrid,Calle de la Princesa,92,10216,Spain,1955-03-05,Spanish,BX5397915,2017-03-09,2027-03-08,M,+34 628 441 8782,gutierrez.castro@hotmail.es,single,"{'name': 'IES Juan Carlos I Burgos', 'graduation_year': 1972}","[{'university': 'IE University', 'graduation_year': 1979}]","[{'start_year': 1979, 'end_year': 1984, 'company': 'Atresmedia Corporación de Medios de Comunicación S.A.', 'position': 'Journalist', 'salary': 27000}, {'start_year': 1984, 'end_year': 1988, 'company': 'Mediaset España Comunicación S.A.', 'position': 'Editor', 'salary': 39000}, {'start_year': 1989, 'end_year': 2015, 'company': 'Atresmedia Corporación de Medios de Comunicación S.A.', 'position': 'Publisher', 'salary': 445000}]","{'savings': 740000, 'inheritance': 0, 'real_estate_value': 1887000}",{},"[{'property type': 'house', 'property value': 1107000, 'property location': 'Madrid'}, {'property type': 'flat', 'property value': 780000, 'property location': 'Cadiz'}]",Moderate,Short,Experienced,Advisory,['Spain'],EUR,"{'city': 'Madrid', 'street name': 'Calle de la Princesa', 'street number': 92, 'postal code': '10216'}",1875
Margaux Laurent,Orléans,Rue de la Huchette,10,81940,France,1996-11-25,French,XJ3728396,2021-06-09,2031-06-08,F,+33 01 31 37 86 55,margaux.laurent@numericable.fr,married,"{'name': 'Lycée Paul Valéry', 'graduation_year': 2016}","[{'university': 'École Normale Supérieure (ENS) Paris', 'graduation_year': 2021}]","[{'start_year': 2021, 'end_year': 2023, 'company': 'Sanofi S.A.', 'position': 'Research Scientist', 'salary': 30000}, {'start_year': 2025, 'end_year': None, 'company': 'Ipsen S.A.', 'position': 'Clinical Trials Manager', 'salary': 42000}]","{'savings': 10000, 'inheritance': 2270000, 'real_estate_value': 0}","{'relationship': 'grandmother', 'inheritance year': '', 'profession': ''}",[],Moderate,Medium,Experienced,Advisory,['France'],EUR,"{'city': 'Orléans', 'street name': 'Rue de la Huchette', 'street number': 10, 'postal code': '81940'}",1049
Sofia Malatesta,Turin,Rio Terà dei Assassini,30,45958,Italy,1992-03-23,Italian,UW5030861,2022-11-24,2032-11-23,F,+39 339 2446422,sofia.malatesta@aruba.it,single,"{'name': 'Istituto Tecnico Commerciale Statale Luigi Einaudi Torino', 'graduation_year': 2011}","[{'university': ""Ca' Foscari University of Venice"", 'graduation_year': 2014}, {'university': 'Italian Aerospace Research Centre (CIRA)', 'graduation_year': 2020}]","[{'start_year': 2016, 'end_year': None, 'company': 'Luxottica Group S.p.A.', 'position': 'Plant Manager', 'salary': 29000}]","{'savings': 30000, 'inheritance': 200000, 'real_estate_value': 3659000}","{'relationship': 'grandmother', 'inheritance year': 2015, 'profession': 'Neurosurgeon'}","[{'property type': 'townhouse', 'property value': 1250000, 'property location': 'Turin'}, {'property type': 'flat', 'property value': 839000, 'property location': 'Brescia'}, {'property type': 'house', 'property value': 1570000, 'property location': 'Siena'}]",Moderate,Medium,Experienced,Discretionary,['Italy'],EUR,"{'city': 'Turin', 'street name': 'Rio Terà dei Assassini', 'street number': 30, 'postal code': '45958'}",4709
Niemi Ruotsalainen Heikkinen,Hyvinkää,Nordea-puistotie,99,38932,Finland,1974-11-19,Finnish,YL1217246,2016-10-17,2026-10-16,M,048 150 62 78,niemi.heikkinen@outlook.com,married,"{'name': 'Leppävaaran lukio', 'graduation_year': 1992}","[{'university': 'Aalto University', 'graduation_year': 1999}]","[{'start_year': 1998, 'end_year': 1999, 'company': 'Skanska Talonrakennus Oy', 'position': 'Property Manager', 'salary': 39000}, {'start_year': 2001, 'end_year': 2002, 'company': 'Citycon Oyj', 'position': 'Developer', 'salary': 63000}, {'start_year': 2003, 'end_year': None, 'company': 'Citycon Oyj', 'position': 'Construction Company Owner', 'salary': 443000}]","{'savings': 690000, 'inheritance': 200000, 'real_estate_value': 730000}","{'relationship': 'grandmother', 'inheritance year': 2011, 'profession': 'Neurosurgeon'}","[{'property type': 'condo', 'property value': 730000, 'property location': 'Hyvinkää'}]",Moderate,Short,Experienced,Advisory,['Finland'],EUR,"{'city': 'Hyvinkää', 'street name': 'Nordea-puistotie', 'street number': 99, 'postal code': '38932'}",9016
