currency,address_city,country_of_domicile,birth_date,nationality,gender,marital_status,higher_education,investment_risk_profile,investment_horizon,investment_experience,type_of_mandate,preferred_markets,aum_savings,aum_inheritance,aum_real_estate_value,inheritance_details_relationship,inheritance_details_profession,inheritance_details_inheritance year,Family Background,Education Background,Wealth Summary,Client Summary,country,label
EUR,Palma de Mallorca,Spain,11/1/79,Spanish,M,married,1,Moderate,3 months,Expert,Discretionary,"['Spain', 'Denmark']",260000,3290000,1930000,grandmother,Stock Trader,2011,García Torres Hernández and Sofía tied the knot in 2009. Their child is  named Elena.,"García finished secondary school at Instituto de Bachillerato Científico-Técnico IES Juan Sebastián Elcano Bilbao in 1997.
García pursued higher education at Ramón Llull University, graduating in 2002.
Moreover he completed his extra university education at Pompeu Fabra University in 2006.
","During his work, he focused on financial growth, making diverse investments and ultimately saving 260000 EUR.
He owns 2 exceptional properties: townhouse located in Palma de Mallorca, valued at approximately 1,130,000.00 EUR, condo located in Granada, valued at approximately 800,000.00 EUR. This impressive collection showcases his flair for luxury living and investment prowess, with a notable presence in Granada and Palma de Mallorca.
In 2011, he received an inheritance of 3290000 EUR from his late grandmother, who was a prominent Stock Trader, and has since invested it in various assets.
","The RM knows the client very well and is a good friend of the entire family.
",Spain,0
EUR,Ried im Innkreis,Austria,6/30/55,Austrian,F,married,1,Low,Medium,Expert,Advisory,['Austria'],530000,0,3122000,,,,Sophia Franziska Schmidt has been happily married to Graf since 1984. Together they have 1 kid called Luisa.,"Sophia earned her secondary school diploma from Bischöfliches Gymnasium Petrinum in 1975.
Sophia completed her university education at Graz University of Technology in 1979.
On top of that she then attended Vienna University of Technology, where she graduated in 1984.
","While working, she saved 530000 EUR, which she used to build a diversified investment portfolio.
She owns 3 exceptional properties: flat located in Ried im Innkreis, valued at approximately 712,000.00 EUR, condo located in Hallein, valued at approximately 1,080,000.00 EUR, house located in Hallein, valued at approximately 1,330,000.00 EUR. This impressive collection showcases her flair for luxury living and investment prowess, with a notable presence in Ried im Innkreis and Hallein.
She does not have any inheritances.","Based on the information provided, we are excited about the client's financial journey and look forward to supporting her in achieving her financial goals.
",Austria,1
EUR,Hämeenlinna,Finland,11/27/77,Finnish,F,married,1,Moderate,Short,Experienced,Advisory,['Finland'],500000,1530000,0,mother,Neurosurgeon,2007,"Venla Iida Tolvanen has been happily married to Ahonen since 2010. Their children are named Piirainen, Aada and Liisa.","Venla obtained her secondary school diploma from Lieksan lukio in 1996.
Venla completed her university education at Centria University of Applied Sciences in 2000.
On top of that she then attended JAMK University of Applied Sciences, where she graduated in 2005.
","During her work, she focused on financial growth, making diverse investments and ultimately saving 500000 EUR.
Client does not have any properties.She inherited a significant sum of 1530000 EUR from her mother, a respected Neurosurgeon, in 2007, which she has wisely invested.
","In conclusion, we are confident in the client's financial stability and future prospects.
",Finland,1
DKK,Esbjerg Ø,Denmark,5/15/55,Danish,M,divorced,1,Considerable,Short,Experienced,Discretionary,"['Austria', 'Denmark']",8920000,0,5080000,,,,"Friis Højgaard Jørgensen is currently divorced. His children are named  Cecilie, Nørregaard and Petersen.","Friis graduated from Rysensteen Gymnasium in 1975.
In 1980, Friis graduated from University College Absalon with a degree.
","He managed to save approximately 8920000 DKK from his earnings at all companies.
He has townhouse located in Esbjerg Ø, worth 1096000 DKK.

He purchased villa in Vejle, where he spends his holidays. It is valued at 1839000 DKK.
On top of that he inherited a beautiful villa in Kolding, which could be used as a weekend getaway. It is valued at 2145000 DKK.
He does not have any inheritances.","Based on the information provided, we are excited about the client's financial journey and look forward to supporting him in achieving his financial goals.
",Denmark,1
EUR,Stuttgart,Germany,5/10/80,German,F,single,1,Moderate,Medium,Experienced,Discretionary,"['Germany', 'Switzerland']",410000,2520000,960000,grandmother,Real Estate Developer,2013,Frieda Charlotte Schulz is currently single. She does not have any children.,"Frieda received her secondary school diploma from Gymnasium am Stadtgarten Köln in 2000.
Frieda received her degree from Weingarten University of Education in 2005.
Additionally, she went on to study at Berlin University of the Arts until 2009.
","During her work, she focused on financial growth, making diverse investments and ultimately saving 410000 EUR.
She owns flat in Stuttgart, where she resides. It is worth 960000 EUR.

In 2013, she received an inheritance of 2520000 EUR from her late grandmother, who was a prominent Real Estate Developer, and has since invested it in various assets.
","In light of the above, we are optimistic about the client's financial future and career progression and are eager to welcome her as a new client.
",Germany,1
EUR,Logroño,Spain,7/7/83,Spanish,F,married,1,Low,Medium,Experienced,Advisory,"['Spain', 'Netherlands']",240000,8460000,1380000,mother,Venture Capitalist,2008,Lucía Alba Ortega and Jiménez tied the knot in 2009. They do not have any children.,"Lucía finished secondary school at Colegio Jesús-María Tarragona in 2001.
Lucía completed her university studies at University of Barcelona in 2008.
On top of that she then attended IESE Business School, where she graduated in 2012.
","While working, she saved 240000 EUR, which she used to build a diversified investment portfolio.
She has house located in Logroño, worth 1380000 EUR.

In 2008, she received an inheritance of 8460000 EUR from her late mother, who was a prominent Venture Capitalist, and has since invested it in various assets.
","Based on the information provided, we are excited about the client's financial journey and look forward to supporting her in achieving her financial goals.
",Spain,0
EUR,Hasselt,Belgium,10/29/99,Belgian,M,single,1,Considerable,Medium,Inexperienced,Advisory,['Belgium'],10000,1440000,0,grandfather,Stock Trader,2017,Smets Michiels is currently single. He does not have any children.,"Smets graduated from Atheneum Brugge Centrum in 2018.
Smets received his degree from Group T – International University College Leuven in 2023.
","While working, he saved 10000 EUR, which he used to build a diversified investment portfolio.
Client does not have any properties.He inherited a significant sum of 1440000 EUR from his grandfather, a respected Stock Trader, in 2017, which he has wisely invested.
","The RM is very happy to have Smets as a customer and is looking forward to a long and successful cooperation.
",Belgium,0
EUR,Heidelberg,Germany,3/25/88,German,M,married,1,Moderate,Long-Term,Expert,Advisory,"['Germany', 'Italy']",160000,0,3320000,,,,"Schultz Herrmann Schulze and Henriette have been married since 2021. Schultz and Henriette have 3 children, named Richter, Juliane and Herrmann.","Schultz finished secondary school at Schiller-Gymnasium Berlin in 2007.
Schultz completed his university studies at Munich University of Applied Sciences in 2012.
Moreover he completed his extra university education at WHU – Otto Beisheim School of Management in 2016.
","While working, he saved 160000 EUR, which he used to build a diversified investment portfolio.
He owns condo in Heidelberg, where he resides. It is worth 990000 EUR.

He purchased condo in Leipzig, where he spends his holidays. It is valued at 1270000 EUR.
Moreover, he has invested in additional property in Freiburg im Breisgau, giving possiblity for generating additional income. The condo is valued at 1060000 EUR.

He does not have any inheritances.","The RM is very happy to have Schultz as a customer and is looking forward to a long and successful cooperation.
",Germany,1
EUR,Bruck an der Mur,Austria,3/5/60,Austrian,F,married,1,Moderate,Medium,Experienced,Advisory,"['Austria', 'Belgium']",980000,0,2960000,,,,"Tanja Lena Schnell and Fuchs have been married since 1987. Tanja and Fuchs have 1 child, named Schmidt.","Tanja obtained her secondary school diploma from Bundesgymnasium und Bundesrealgymnasium Wien I in 1977.
Tanja attended LIMAK Austrian Business School and graduated in 1984.
","While working, she saved 980000 EUR, which she used to build a diversified investment portfolio.
She has condo located in Bruck an der Mur, worth 1070000 EUR.

In addition to her primary residence, she owns townhouse in Linz worth 870000 EUR.

On top of that she inherited a beautiful house in Linz, which could be used as a weekend getaway. It is valued at 1020000 EUR.
She does not have any inheritances.","In summary, Tanja has demonstrated a strong work ethic and financial acumen, positioning them well for the future.
",Austria,1
EUR,Utrecht,Netherlands,12/5/03,Dutch,M,single,1,Considerable,Medium,Inexperienced,Advisory,"['Belgium', 'Netherlands']",0,1820000,0,grandfather,Tech Entrepreneur,2020,Van der Meer Van den Berg Teunissen is currently single. He does not have any children.,"Van der Meer received his secondary school diploma from Oosterlicht College Groningen in 2022.
","He did not have any savings to invest in financial markets.
Client does not have any properties.
Following the passing of his grandfather, a successful Tech Entrepreneur, he received an inheritance of 1820000 EUR in 2020, which he has used to secure his financial future.

","The RM is looking forward to supporting the client in building a successful career and achieving financial stability.
",Netherlands,1
EUR,Padua,Italy,5/1/93,Italian,M,married,1,High,Short,Inexperienced,Discretionary,"['Switzerland', 'Italy']",30000,440000,890000,grandfather,Oil and Gas Executive,2019,"Fabbri Lotti is married to Angelica. Fabbri and Angelica have 1 child, named  Marino.","Fabbri finished secondary school at Liceo Classico Dante Alighieri Roma in 2012.
Fabbri completed his university education at Academy of Fine Arts of Florence in 2018.
","Throughout his career, he saved 30000 EUR, investing in various assets to grow his wealth.
He has flat located in Padua, worth 890000 EUR.


In addition to his career success, he also received an inheritance of 440000 EUR from his late grandfather, a renowned Oil and Gas Executive, in 2019.
","In light of the above, we are optimistic about the client's financial future and career progression and are eager to welcome him as a new client.
",Italy,1
EUR,Venice,Italy,11/11/67,Italian,F,widowed,1,Considerable,Short,Experienced,Discretionary,['Italy'],1590000,0,0,,,,Costanza Flavia Santoro is currently widowed. She does not have any children.,"Costanza earned her secondary school diploma from Liceo Artistico Michelangelo Buonarroti Venezia in 1985.
Costanza received her degree from Academy of Fine Arts of Rome in 1990.
","While working, she saved 1590000 EUR, which she used to build a diversified investment portfolio.
Client does not have any properties.She does not have any inheritances.","In conclusion, we are confident in the client's financial stability and future prospects.
",Italy,1
EUR,Roeselare,Belgium,10/21/62,Belgian,M,married,1,Considerable,Short,Expert,Advisory,"['Germany', 'Belgium']",1440000,0,2550000,,,,Mertens Thiry Michiels and Louna have been married since 1989. They do not have any children.,"Mertens finished secondary school at Heilige Familiecollege in 1981.
Mertens attended Université libre de Bruxelles and graduated in 1987.
","During his work, he focused on financial growth, making diverse investments and ultimately saving 1440000 EUR.
He has flat located in Roeselare, worth 740000 EUR.

In addition to his primary residence, he owns flat in Leuven worth 900000 EUR.

On top of that he inherited a beautiful condo in Sint-Niklaas, which could be used as a weekend getaway. It is valued at 910000 EUR.
He does not have any inheritances.","Based on the information provided, we are excited about the client's financial journey and look forward to supporting him in achieving his financial goals.
",Belgium,1
EUR,Arnhem,Netherlands,7/26/54,Dutch,M,married,1,Considerable,Short,Expert,Discretionary,['Netherlands'],1260000,0,4294000,,,,Stam Willems Wagemakers has been happily married to Francisca since 1983. Together they have 2 kids called Tess and Saar.,"In 1974, Stam graduated from Pieter Nieuwland College Utrecht with a secondary school diploma.
He then attended Webster University Leiden, which he graduated in 1977.
","While working, he saved 1260000 EUR, which he used to build a diversified investment portfolio.
He owns townhouse in Arnhem, where he resides. It is worth 1136000 EUR.

He purchased townhouse in Tilburg, where he spends his holidays. It is valued at 1708000 EUR.
Moreover, he has invested in additional property in Leeuwarden, giving possiblity for generating additional income. The house is valued at 1450000 EUR.

He does not have any inheritances.","The RM knows the client very well and is a good friend of the entire family.
",Netherlands,1
EUR,Arnhem,Netherlands,1/27/93,Dutch,M,married,1,Considerable,Medium,Experienced,Advisory,"['Austria', 'Netherlands']",40000,3660000,6230000,grandmother,Private Equity Manager,2017,Stevens Visser Teunissen has been happily married to Yara since 2019. Together they have 1 kid called Brinkman.,"Stevens completed his secondary education at St. Willibrorduscollege Deurne in 2012.
Stevens completed his university studies at Wittenborg University of Applied Sciences in 2016.
","Throughout his career, he saved 40000 EUR, investing in various assets to grow his wealth.
He has invested in several rental properties across various locations, generating additional income. The properties are valued at 6230000 EUR.

He inherited 3660000 EUR from his grandmother, a well-known Private Equity Manager, in 2017, allowing him to expand his investment portfolio.
","Based on the information provided, we are excited about the client's financial journey and look forward to supporting him in achieving his financial goals.
",Netherlands,1
EUR,Lahti,Finland,8/23/75,Finnish,F,single,1,Moderate,Medium,Experienced,Advisory,"['Belgium', 'Finland']",360000,750000,2840000,mother,Corporate Lawyer,2007,Venla Heta Tiainen is currently single. She does not have any children.,"Venla earned her secondary school diploma from Lehmo lukio in 1995.
Venla received her degree from Aalto University in 1998.
","During her work, she focused on financial growth, making diverse investments and ultimately saving 360000 EUR.
She has invested in several rental properties across various locations, generating additional income. The properties are valued at 2840000 EUR.

She inherited a significant sum of 750000 EUR from her mother, a respected Corporate Lawyer, in 2007, which she has wisely invested.
","The RM is very happy to have Venla as a customer and is looking forward to a long and successful cooperation.
",Finland,1
EUR,Amsterdam,Netherlands,5/29/91,Dutch,M,married,1,High,Short,Expert,Advisory,"['Belgium', 'Netherlands']",90000,2320000,4240000,,Oil and Gas Executive,,Meijer Van der Meer Mulders and Friso have been married since 2024. Together they have 1 kid called Bakker.,"Meijer earned his secondary school diploma from St. Willibrorduscollege Deurne in 2009.
Meijer completed his university education at Tio University of Applied Sciences in 2014.
","While working, he saved 90000 EUR, which he used to build a diversified investment portfolio.
He has invested in several rental properties across various locations, generating additional income. The properties are valued at 4240000 EUR.


In addition to his career success, he also received an inheritance of 2320000 EUR from his late grandmother, a renowned Oil and Gas Executive, in 2018.
","In summary, Meijer has demonstrated a strong work ethic and financial acumen, positioning them well for the future.
",Netherlands,0
EUR,Vantaa,Finland,6/4/80,Finnish,M,married,1,Moderate,Long-Term,Experienced,Discretionary,"['Germany', 'Finland']",330000,760000,1060000,mother,Private Equity Manager,2005,Paananen Niskanen Virtanen has been happily married to Emilia since 2005. They do not have any children.,"Paananen completed his secondary education at Siuntion lukio in 2000.
Paananen pursued higher education at Haaga-Helia University of Applied Sciences, graduating in 2004.
","While working, he saved 330000 EUR, which he used to build a diversified investment portfolio.
He owns townhouse in Vantaa, where he resides. It is worth 1060000 EUR.


In addition to his career success, he also received an inheritance of 760000 EUR from his late mother, a renowned Private Equity Manager, in 2005.
","In conclusion, we are confident in the client's financial stability and future prospects.
",Finland,0
EUR,Hämeenlinna,Finland,5/5/59,Finnish,M,divorced,1,Low,Short,Experienced,Discretionary,"['Denmark', 'Finland']",1480000,0,2354000,,,,"Ruotsalainen Niskanen Viitanen is currently divorced. His children are named Viitanen, Tiainen and Tolvanen.","Ruotsalainen received his secondary school diploma from Ilomantsin lukio in 1977.
Ruotsalainen finished his studies at University of Helsinki in 1983.
In 1988, he received extra education and graduated from Hanken School of Economics with an additional degree.
","During his work, he focused on financial growth, making diverse investments and ultimately saving 1480000 EUR.
He has house located in Hämeenlinna, worth 1244000 EUR.

In addition to his primary residence, he owns townhouse in Kotka worth 1110000 EUR.

He does not have any inheritances.","In summary, Ruotsalainen has demonstrated a strong work ethic and financial acumen, positioning them well for the future.
",Finland,1
EUR,Essen,Germany,11/20/76,German,M,married,1,Low,Short,Expert,Advisory,"['Germany', 'Spain']",420000,3290000,5540000,grandmother,Neurosurgeon,2006,Mayer Klein and Juliane have been married since 2007. Together they have 2 kids called Hanna and Wagner.,"Mayer graduated from Wittelsbacher-Gymnasium München in 1996.
After that, he went on to study at Freiburg University of Education until 2000.
Moreover he completed his extra university education at Heidelberg University of Education in 2005.
","While working, he saved 420000 EUR, which he used to build a diversified investment portfolio.
He owns villa in Essen, where he resides. It is worth 2470000 EUR.

In addition to his primary residence, he owns house in Gelsenkirchen worth 1870000 EUR.

Moreover, he has invested in additional property in Frankfurt am Main, giving possiblity for generating additional income. The condo is valued at 1200000 EUR.

He inherited a significant sum of 3290000 EUR from his grandmother, a respected Neurosurgeon, in 2006, which he has wisely invested.
","In conclusion, we are confident in the client's financial stability and future prospects.
",Germany,1
EUR,Brussels,Belgium,5/24/64,Belgian,M,widowed,1,Moderate,Short,Experienced,Advisory,['Belgium'],590000,1050000,4361000,mother,Venture Capitalist,2007,Thiry Goossens Maes is currently widowed. He has 1 kid called Simons.,"In 1984, Thiry finished his secondary school education at Athénée Royal Jules Bordet.
Thiry pursued higher education at Vrije Universiteit Brussel, graduating in 1989.
","He managed to save approximately 590000 EUR from his earnings at all companies.
His remarkable portfolio comprises 3 stunning properties. Situated in prime locations across Brussels, Liège and Namur, these assets demonstrate their sophisticated understanding of real estate investments and high-end lifestyle preferences.
In 2007, he received an inheritance of 1050000 EUR from his late mother, who was a prominent Venture Capitalist, and has since invested it in various assets.
","The RM knows the client very well and is a good friend of the entire family.
",Belgium,0
EUR,Milan,Italy,2/8/60,Italian,M,married,1,Considerable,Short,Expert,Advisory,"['Spain', 'Italy']",1130000,0,1581000,,,,His children are named Martini and Lombardi.,"De Luca graduated from Scuola Media Statale Giancarlo Siani Napoli in 1978.
De Luca received his degree from American University of Rome in 1983.
","He managed to save approximately 1130000 EUR from his earnings at all companies.
He owns flat in Milan, where he resides. It is worth 571000 EUR.

He purchased townhouse in Trieste, where he spends his holidays. It is valued at 1010000 EUR.
He does not have any inheritances.","In light of the above, we are optimistic about the client's financial future and career progression and are eager to welcome him as a new client.
",Italy,0
EUR,Augsburg,Germany,1/29/02,German,F,single,1,High,2 weeks,Inexperienced,Discretionary,['Germany'],0,2600000,0,grandmother,Corporate Lawyer,2020,Jessica Imke Schulze is currently single. She does not have any children.,"Jessica earned her secondary school diploma from Augusta-Gymnasium Koblenz in 2020.
Jessica completed her university education at Ludwigsburg University of Education in 2024.
","She did not manage to save any money during her career.
Client does not have any properties.In 2020, she received an inheritance of 2600000 EUR from her late grandmother, who was a prominent Corporate Lawyer, and has since invested it in various assets.
","The RM is committed to helping Jessica achieve financial success and security as she embarks on her professional journey.
",Germany,0
CHF,Locarno,Switzerland,5/24/88,Swiss,F,single,1,Moderate,Long-Term,Experienced,Advisory,['Switzerland'],180000,1080000,7550000,grandfather,Oil and Gas Executive,2020,Lena Céline Hagenbuch is currently single. She does not have any children.,"Lena completed her secondary education at Gymnasium Stadelhofen Luzern in 2006.
Lena pursued higher education at EPFL, graduating in 2012.
","Throughout her career, she saved 180000 CHF, investing in various assets to grow her wealth.
Her remarkable portfolio comprises 2 stunning properties. Situated in prime locations across Locarno and Kreuzlingen, these assets demonstrate their sophisticated understanding of real estate investments and high-end lifestyle preferences.
She inherited a significant sum of 1080000 CHF from her grandfather, a respected Oil and Gas Executive, in 2020, which she has wisely invested.
","Based on the information provided, we are excited about the client's financial journey and look forward to supporting her in achieving her financial goals.
",Switzerland,1
EUR,Vicenza,Italy,2/26/74,Italian,M,married,1,Low,Medium,Experienced,Discretionary,['Italy'],330000,2730000,1255000,mother,Stock Trader,2010,"Russo Celli Fabbri and Gaia have been married since 2001. They are proud parents of 3 children: Ferrari, De Luca and Costanza.","Russo earned his secondary school diploma from Liceo Classico Annibale Mariotti Siena in 1992.
Russo completed his university studies at University of Turin in 1996.
","Throughout his career, he saved 330000 EUR, investing in various assets to grow his wealth.
He owns flat in Vicenza, where he resides. It is worth 625000 EUR.

In addition to his primary residence, he owns flat in Perugia worth 630000 EUR.

He inherited 2730000 EUR from his mother, a well-known Stock Trader, in 2010, allowing him to expand his investment portfolio.
","In light of the above, we are optimistic about the client's financial future and career progression and are eager to welcome him as a new client.
",Italy,1
EUR,Mechelen,Belgium,3/12/84,Belgian,M,married,1,Conservative,Short,Experienced,Discretionary,"['Belgium', 'Denmark']",150000,390000,3290000,father,Real Estate Developer,2007,Moens De Smet Segers and Adèle have been married since 2017. They do not have any children.,"Moens earned his secondary school diploma from Onze-Lieve-Vrouwe-Wavercollege in 2001.
Moens finished his studies at University of Liège in 1993.
","While working, he saved 150000 EUR, which he used to build a diversified investment portfolio.
He has condo located in Mechelen, worth 1010000 EUR.

In addition to his primary residence, he owns villa in Genk worth 2280000 EUR.


In addition to his career success, he also received an inheritance of 390000 EUR from his late father, a renowned Real Estate Developer, in 2007.
","Given the client's impressive career history and financial discipline, we are confident in his ability to achieve financial success and security.
",Belgium,0
DKK,Slagelse,Denmark,2/14/90,Danish,M,married,1,Considerable,Medium,Experienced,Advisory,"['Austria', 'Denmark']",550000,4610000,6590000,grandfather,Corporate Lawyer,2017,Hansen Haugaard Madsen has been happily married to Ellen since 2021. They do not have any children.,"Hansen completed his secondary education at Østre Borgerdyd Gymnasium in 2008.
Hansen graduated from Roskilde University in 2012, completing his higher education.
","While working, he saved 550000 DKK, which he used to build a diversified investment portfolio.
He owns 3 exceptional properties: villa located in Slagelse, valued at approximately 2,800,000.00 DKK, villa located in Århus N, valued at approximately 2,750,000.00 DKK, condo located in Roskilde, valued at approximately 1,040,000.00 DKK. This impressive collection showcases his flair for luxury living and investment prowess, with a notable presence in Århus N, Roskilde and Slagelse.

Following the passing of his grandfather, a successful Corporate Lawyer, he received an inheritance of 4610000 DKK in 2017, which he has used to secure his financial future.

","In summary, Hansen has demonstrated a strong work ethic and financial acumen, positioning them well for the future.
",Denmark,1
EUR,Kortrijk,Belgium,8/26/96,Belgian,M,single,1,High,Long-Term,Inexperienced,Advisory,['Belgium'],10000,2210000,0,grandmother,Private Equity Manager,2016,Peiren Lecomte is currently single. He does not have any children.,"Peiren received his secondary school diploma from Atheneum Antwerpen in 2014.
Peiren completed his university education at LUCA School of Arts in 2020.
","Throughout his career, he saved 10000 EUR, investing in various assets to grow his wealth.
Client does not have any properties.
In addition to his career success, he also received an inheritance of 2210000 EUR from his late grandmother, a renowned Private Equity Manager, in 2016.
","The RM knows the client very well and is a good friend of the entire family.
",Belgium,1
EUR,Amsterdam,Netherlands,12/9/97,Dutch,M,single,1,Moderate,Medium,Inexperienced,Discretionary,['Netherlands'],20000,1160000,0,grandfather,Real Estate Developer,2018,Willems Terpstra Krol is currently single. He does not have any children.,"Willems obtained his secondary school diploma from St. Willibrorduscollege Deurne in 2015.
In 2020, Willems graduated from Amsterdam Business School with a degree.
","Throughout his career, he saved 20000 EUR, investing in various assets to grow his wealth.
Client does not have any properties.He inherited a significant sum of 1160000 EUR from his grandfather, a respected Real Estate Developer, in 2018, which he has wisely invested.
","In summary, Willems has demonstrated a strong work ethic and financial acumen, positioning them well for the future.
",Netherlands,1
EUR,Bochum,Germany,1/8/03,Italian,F,single,1,High,Medium,Inexperienced,Advisory,"['Germany', 'France', 'Italy']",0,2470000,0,grandfather,Oil and Gas Executive,2016,Elisabetta Claudia Ricci is currently single. She does not have any children.,"Elisabetta graduated from Liceo Musicale Ottorino Respighi Bologna in 2022.
","She did not have any savings to invest in financial markets.
Client does not have any properties.She inherited 2470000 EUR from her grandfather, a well-known Oil and Gas Executive, in 2016, allowing her to expand her investment portfolio.
","The RM is committed to helping Elisabetta achieve financial success and security as she embarks on her professional journey.
",Italy,1
EUR,Oulu,Finland,1/19/57,Finnish,M,married,1,Moderate,Short,Expert,Advisory,['Finland'],670000,0,810000,,,,Miettinen Turunen Niemi is currently single. He does not have any children.,"In 1974, Miettinen graduated from Lehmo lukio with a secondary school diploma.
After that, he went on to study at University of Lapland Faculty of Art and Design until 1981.
On top of that he then attended University of Jyväskylä, where he graduated in 1985.
","Throughout his career, he saved 670000 EUR, investing in various assets to grow his wealth.
He has townhouse located in Oulu, worth 810000 EUR.

He does not have any inheritances.","In light of the above, we are optimistic about the client's financial future and career progression and are eager to welcome him as a new client.
",Finland,0
EUR,Charleroi,Belgium,10/30/65,Swiss,M,married,1,Considerable,Medium,Expert,Advisory,"['Switzerland', 'Belgium', 'Finland']",2340000,1210000,0,grandfather,Real Estate Developer,2005,"Burkart Kaufmann Müller has been happily married to Annina since 2000. They are proud parents of 3 children: Ackermann, Gabriela and Burkart.","Burkart graduated from École secondaire de Morges Vaud in 1985.
Burkart completed his university studies at University of Fribourg in 1990.
","While working, he saved 2340000 EUR, which he used to build a diversified investment portfolio.
Client does not have any properties.In 2005, he received an inheritance of 1210000 EUR from his late grandfather, who was a prominent Real Estate Developer, and has since invested it in various assets.
","The RM is very happy to have Burkart as a customer and is looking forward to a long and successful cooperation.
",Switzerland,0
EUR,Ostend,Belgium,2/13/80,Belgian,M,married,1,Low,Short,Expert,Discretionary,"['Spain', 'Belgium']",400000,5860000,2109000,grandmother,Corporate Lawyer,2009,"Jacobs Dumont Wouters has been happily married to Adèle since 2014. They are proud parents of 3 children: Dumont, Simons and Florence."," Jacobs earned his secondary school diploma from Collège Notre-Dame de la Consolation in 1998.
 Jacobs completed his university studies at ICHEC Brussels Management School in 2004.
","During his work, he focused on financial growth, making diverse investments and ultimately saving 400000 EUR.
He owns 2 exceptional properties: flat located in Ostend, valued at approximately 919,000.00 EUR, townhouse located in Turnhout, valued at approximately 1,190,000.00 EUR. This impressive collection showcases his flair for luxury living and investment prowess, with a notable presence in Ostend and Turnhout.
He inherited a significant sum of 5860000 EUR from his grandmother, a respected Corporate Lawyer, in 2009, which he has wisely invested.
","Given the client's impressive career history and financial discipline, we are confident in his ability to achieve financial success and security.
",Belgium,1
EUR,Poperinge,Belgium,6/24/84,Belgian,F,single,1,Moderate,Medium,Experienced,Advisory,"['Belgium', 'Finland']",170000,980000,2509000,grandmother,Private Equity Manager,2018,Clémence Daphné Dupont is currently single. She does not have any children.,"Clémence obtained her secondary school diploma from Koninklijk Atheneum Berchem in 2003.
Clémence earned her degree from Vrije Universiteit Brussel in 2007.
","While working, she saved 170000 EUR, which she used to build a diversified investment portfolio.
She has house located in Poperinge, worth 1549000 EUR.

In addition to her primary residence, she owns condo in Bruges worth 960000 EUR.

In 2018, she received an inheritance of 980000 EUR from her late grandmother, who was a prominent Private Equity Manager, and has since invested it in various assets.
","Based on the information provided, we are excited about the client's financial journey and look forward to supporting her in achieving her financial goals.
",Belgium,1
EUR,Doetinchem,Netherlands,12/20/89,Dutch,F,married,1,Moderate,Long-Term,Inexperienced,Discretionary,['Netherlands'],150000,480000,1370000,grandmother,Real Estate Developer,2018,Floor Carlijn Terpstra and Stevens tied the knot in 2014. Together they have 1 kid called Veenhoven.,"Floor finished secondary school at VWO Dalton Den Haag in 2008.
","Throughout her career, she saved 150000 EUR, investing in various assets to grow her wealth.
She owns townhouse in Doetinchem, where she resides. It is worth 1370000 EUR.

She inherited a significant sum of 480000 EUR from her grandmother, a respected Real Estate Developer, in 2018, which she has wisely invested.
","Given the client's impressive career history and financial discipline, we are confident in her ability to achieve financial success and security.
",Netherlands,0
EUR,Limoges,France,1/15/00,French,M,married,1,Moderate,Medium,Inexperienced,Advisory,['France'],10000,2430000,0,grandfather,Corporate Lawyer,2017,Lambert Richard Martin has been happily married to Emma since 2025. They do not have any children.,"Lambert received his secondary school diploma from Lycée Camille Claudel in 2019.
Lambert earned his degree from University of Bordeaux in 2023.
","During his work, he focused on financial growth, making diverse investments and ultimately saving 10000 EUR.
Client does not have any properties.He inherited a significant sum of 2430000 EUR from his grandfather, a respected Corporate Lawyer, in 2017, which he has wisely invested.
","Based on the information provided, we are excited about the client's financial journey and look forward to supporting him in achieving his financial goals.
",France,1
EUR,Gmunden,Austria,8/22/80,Austrian,F,divorced,1,Moderate,Medium,Experienced,Discretionary,"['Austria', 'Belgium']",360000,1080000,2140000,mother,Neurosurgeon,2015,"Sarah Luisa Lang is currently divorced. She has 3 kids called Kaiser, Weber and Monika.","Sarah received her secondary school diploma from Stiftsgymnasium Melk in 1998.
After that, she went on to study at University of Innsbruck until 2003.
","During her work, she focused on financial growth, making diverse investments and ultimately saving 360000 EUR.
She has villa located in Gmunden, worth 2140000 EUR.

She inherited a significant sum of 1080000 EUR from her mother, a respected Neurosurgeon, in 2015, which she has wisely invested.
","The RM is very happy to have Sarah as a customer and is looking forward to a long and successful cooperation.
",Austria,1
EUR,Braunschweig,Germany,9/24/91,German,F,married,1,Moderate,Short,Experienced,Advisory,"['Germany', 'Spain']",70000,990000,1260000,grandfather,Real Estate Developer,2017,Ida Gwendolyn Schulz and Schmitt tied the knot in 2019. They do not have any children.,"In 1998, Ida finished her secondary school education at Maria-Theresia-Gymnasium München.
In 2014, Ida graduated from Karlsruhe University of Education with a degree.
","Throughout her career, she saved 70000 EUR, investing in various assets to grow her wealth.
She owns house in Braunschweig, where she resides. It is worth 1260000 EUR.

She inherited 990000 EUR from her grandfather, a well-known Real Estate Developer, in 2017, allowing her to expand her investment portfolio.
","Based on the information provided, we are excited about the client's financial journey and look forward to supporting her in achieving her financial goals.
",Germany,0
